name,from,address,square_metre,price,type,rooms_amount,link
Grüner Village. Fully furnished & equipped. Top Floor w/view.,Privat,"Seilduksgata. Grüner Village, Oslo",52,23000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=109704962
"Leilighet i Oslo til leie i 3 mnd. Ink varme,tv,internett og varmtvann.",Privat,"NÅKKVES VEI 1, Oslo",66,18000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311232109
Rom ledig på Løren. Internet og strøm inkl. Bane#4 til Blindern og BI,Privat,"Børsteveien 17, Oslo",7,6900,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311921687
Koselig hybel i rolig område rett ved marka,Privat,"Sølve Solfengsvei 35, Oslo",19,8000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=101347902
4 rom i bofellesskap i flott nyoppusset kollektiv,Privat,Oslo,8,7999,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=311923394
2 roms kjellerleilighet 70 m2  til leie for kr 14.000 inkl. strøm og varmtvann. Ledig nå!,Privat,"Nedre Prinsdalsvei 115g, Oslo",65,14000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=169894024
Lys & luftig 2 roms i Homansbyen,Privat,"Hegdehaugsveien 5A, Oslo",38,13800,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311909627
"Lys, pen og møblert 2-roms med vestvendt balkong og supersentral beliggenhet",Privat,"Pilestredet Park 38, Oslo",34,19500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311627333
"2 ledige rom i bofellesskap i fin 4-roms leilighet med balkong i  Vidars gate, Adamstuen. Varme og v.vann inkl. i leie.",Privat,"VIDARS GATE 10 B, Oslo",75,8700,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=75403906
Leter etter noen å dele leiligheten med,Privat,"Inges gate 2, Oslo",10,9000,Rom i bofellesskap,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311886323
Nydalen BI  2 roms til leie,Privat,"FERNANDA NISSENS GATE 3 a, Oslo",45,18300,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=89930631
"Nyere 3-roms leil fra 2018 på Løren. Inkl hvitevarer, v-vann, oppvarming, kabel-tv og bredbånd.",Privat,"Spireaveien 4 E, Oslo",57,20000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311912992
Koselig 3-roms leilighet med attraktiv beligenhet i rolig nabolag. Fullt møblert. Korttidsleie,Privat,"Bentsegata 8, Oslo",62,25000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=306974433
Nyoppusset sentral leilighet med utsikt,Privat,"Westye Egebergsgate 4B, Oslo",39,18500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=309893068
FAGERBORG - Romslig 1R -  Ledig omgående,Heimstaden AS,"Pilestredet 103, Oslo",29,11100,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311913808
3-roms leilighet sentralt på Skøyen,Erla Eiendom AS,"Ingar Nilsens vei 7, Oslo",68,18200,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311913308
Pen og praktisk 2-roms på Løren,Privat,"Lørenveien 36A, Oslo",40,14200,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311903999
1 av 4 rom ledig i nyoppusset kollektiv på Rodeløkka med spektakulær takterrasse,Privat,"Malmøgata 9, Oslo",12,9500,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=165137452
Leilighet til leie på Norberg,Privat,"Carl Kjelsens vei 35, Oslo",39,12000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=265499504
Fremleie fra Januar-mai 2024,Privat,"Huitfeldts gate 36, Oslo",35,16000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311215668
"Pen enebolig med 4 soverom,  Oslo vest",Privat,"Ullernfaret 1A, Oslo",120,32000,Leilighet,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=311905993
"Bo rolig på Grefsen med ""alt"" inkludert i prisen",Privat,"Grefsen allé 11, Oslo",10,7500,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311903613
"3 roms leilighet, lys og trivelig. Må sees !!! på Abildsø",Privat,"Enebakkveien 257, Oslo",48,16000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=287239015
Briskeby  - Kirtids leie 3 mnd,Privat,"Daasgt 15a, Oslo",65,19500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311904082
"Nedre Grünerløkka - 2-roms med flott balkong - oppvarming, internett, kabel-tv og hvitevarer inkl. Takterrasse! Heis.",Privat,"Herslebsgate 17 C, inngang fra Heimdalsgata, Oslo",42,17000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=83164177
"PENTHOUSE - Aker Brygge med fjordutsikt, møblert, garasje, felles svømmebasseng og takterrasse, Varmtvann og fyring inkl.",Krogsveen Boligutleie,"Bryggetorget 17, Oslo",127,36000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=308229310
Sentralt på Bislett - 1(2)-roms leilighet. Ledig fra 1.august,Spabo Eiendom As,"Underhaugsveien 2, Oslo",30,14000,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311904358
"STORO/NYDALEN: Lekker 2-roms: Hvitevarer, varmtvann, bredbånd, 17 kvm markterrasse . Attraktiv beliggenhet i blindvei",Privat,"Nycoveien 8, Oslo",38,17000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=218754597
Huseby-Makrellbekken-Lekker og ny hybel til leie. Kort vei til t-bane. Fine turområder i nærheten.,Privat,"Persbråtan 1B, Oslo",25,12000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=241045823
5 Rom til leie i flott kollektiv  på Løkka,Privat,Oslo,12,7950,Rom i bofellesskap,5,https://www.finn.no/realestate/lettings/ad.html?finnkode=110468559
2Rom til leie i kollektiv på Majorstua,Privat,Oslo,10,7950,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=154818621
Moderne leilighet med utsikt mot Holmenkollen. Ink oppvarming og varmtvann.,Privat,"Schouterrassen 28, Oslo",53,22000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=286207561
Moderne 2-roms - Balkong - Eget soverom - Møblert,Privat,"SANDAKERVEIEN 22 B, Oslo",28,13999,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=78651408
Toppetasje med terrasse på beste Majorstuen,Privat,"Jacob Aallsgate 5B, Oslo",60,24000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311881330
"Stor hybel med gode forbindelser til sentrum, nær natur og sjø",Privat,"Ingiers vei 4, Oslo",42,12000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311869913
Rom (10m2) ledig i hyggelig og moderne bofellesskap. (St Olavs plass),Privat,"St.olavs gate 13B, Oslo",74,8400,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311890029
Oppvarmet garasjeplass på Rodeløkka leies ut,Privat,"Gøteborggata, Oslo",15,1500,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=285756016
"1 ledig rom i perfekt beliggende leilighet midt på St. hanshaugen, nærme parken! Jentekollektiv",Privat,"WALDEMAR THRANES GATE 62 C, Oslo",7,8550,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=301103365
Leilighet 2 roms Torshov,Privat,"Johan Selmers gt. 8, Oslo",56,16500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311879594
Møblert leilighet på Kringsjå,Privat,"Folke Bernadottes vei, Oslo",36,15000,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311835618
Nyoppusset klassisk leilighet med sentral og god beliggenhet på Majorsten,BYROM AS,"VIBES GATE 24, Oslo",56,21000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311879757
"Sentral/trivelig ny 3-R Leilighet, møblert og 2 kont.arb.pl. - Sentralt",Privat,Oslo,85,39000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=303587786
SENTRUM: Populære rom i pent bofellesskap (kun ett rom igjen!),Privat,"Møllergata 53, Oslo",10,8000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=162575585
3-roms utleie ut 2023,Privat,"St Halvards gate 67, Oslo",66,28000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=298236930
"Nytt morderne 2 roms hybel fra 2019-kortvei til kollektiv transport-inkl Bredbånd, Hvitevarer, Varmtvann",Privat,"Stasjonsveien 33A, Oslo",21,9500,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=151204088
"EKEBERG Strøken 3 roms, 1 . etg. m/solfylt platting. Nytt i 2018. Inkl. varme, kabel-tv og fiber",Privat,"Vardeveien 52B, Oslo",50,15900,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=113570787
Ledig rom (1 av 4 rom) i nyoppusset jentekollektiv rett ved Blindern,Privat,"Kirkeveien 114D, Oslo",12,8800,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=166068722
GARASJEPLASS TIL LEIE,Privat,"Lillogata 10, Oslo",15,2000,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=112404766
Pen leilighet til leie på St. Hanshaugen,Privat,"Bjerregårdsgate 64c, Oslo",41,16000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=309352695
Rom til leie i stor leilighet med topp standard. Eget bad.,Privat,"Grindbakken 44, Oslo",9,9000,Rom i bofellesskap,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=152326997
"Attraktiv og sentralt beliggende to-roms, med heis og vestvendt balkong leies ut delvis møblert",Privat,"Parkveien 81, Oslo",46,22000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=171285541
Luksuriøs leilighet sentralt i Oslo - må ses! / Luxurious apartment in central Oslo - has to be seen!,Privat,"Calmeyers gate 13, Oslo",38,21500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=307671305
"Garasjeplass på Bjørvika, el-lader,  ideell for ansatte KLP/DNB, inngang Trelastgata",Privat,"Dronning Eufemias gate 12, Oslo",9,3500,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311725793
3 roms leilighet,Privat,"Enebakkveien 115, Oslo",45,13500,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=73405848
2 år gammel hybel på Holmen til leie. 150 m. fra t-banen - 9 min reisevei til Majorstuen.,Privat,"Øvre smestadvei 40C, Oslo",27,12000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=226231041
"Hybel - 1 roms, Marcus Thranes Gate 13, Oslo",Hybel.no,"Marcus Thranes Gate 13, Oslo",19,10900,Hybel,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311853857
"Pen, møblert og godkjent 2-roms hybelleilighet på Nordstrand",Privat,"Ole moes vei 6a, Oslo",30,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311804747
GRØNLAND - Super sentral garasjeplass leies ut!,Privat,"Tøyenbekken, Oslo",10,1950,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=296721642
ROM LEDIG FRÅ 1. AUG i luftig og lys 3-roms loftsleilegheit på St. Hanshaugen/Bislett m/balkong og vedomn,Privat,"FRYDENLUNDGATA 4, Oslo",65,9100,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=162151122
"Sentral toppetasjeleilighet for langtidsleie, 3-roms med balkong, Iladalen/Alexander Kiellands plass",Privat,"GRIFFENFELDTS GATE 17 A, Oslo",52,22000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311832036
"HAUGERUD - Kjedet enebolig på hele 187 kvm BRA. 3 soverom, hage og garasje.",Utleiemegleren Grønland,"Dr. Dedichens vei 37 B, Oslo",178,23000,Enebolig,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311842804
"Supersentral 5-roms, oppvarming, varmt vann,internett, kabel tv, hvitevarer  inkl. *garasje. utgang rett til hage",Privat,"Mandalls gate 14, Oslo",70,29800,Leilighet,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=180644859
Lindeberglia: Lekker 3-roms leilighet (inkl. varmtvann og fyring) Nytt bad!,Privat,"LINDEBERGLIA 9, Oslo",68,20000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311831741
"SAGENE/BJØLSEN: Flott 3-roms leilighet med balkong og heis - Sentralfyring, v.vann og internett inkl - Ledig 1 Oktober!",Utleiemegleren Frogner,"Brochmanns gate 7, Oslo",54,19000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311836631
"Fint,  lyst rom i moderne hus • Sentralt Skøyen • Kort til trikk/buss/tog",Privat,"Astrids vei 2 D, Oslo",8,7250,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=302873090
Attraktiv 2-roms leilighet beliggende i SANDAKER/NYDALEN til langtidsleie.,Privat,"Frederik Glads gate 22A, 0482 Oslo, Oslo",35,15500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=190377680
Nydalen Solsiden 2-roms leilighet ved siden av BI til leie,Privat,"Nydalen alle’ 17, Oslo",40,16900,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=226469043
Sentral Leilighet ved Frognerparken - perfekt for pendler,Privat,"Middelthuns gate 25b, Oslo",95,14000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311822358
4-roms toppleilighet med balkong og privat hagedel til leie,Privat,"SVANEVEIEN 6, Oslo",69,20000,Leilighet,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=310396097
Fresh leilighet på Berg ved Ullevål hageby leies ut,Privat,Oslo,45,15000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=80530449
"Lys, møblert ettromsleilighet leies ut på Bislett",Privat,"EUGENIES GATE 4, Oslo",22,13000,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=310732545
"MAJORSTUEN - Svært pen, lys og møblert 2-roms leilighet til leie. Walk-in closet - Varmtvann, kabel-tv og internett inkl.",Krogsveen Boligutleie,"Rosenborggata 10, Oslo",35,16000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311342746
2-Roms på Majorstuen/Fagerborg | Balkong | Heis | garasjeleie,Privat,"ROSENBORGGATA 26, Oslo",42,19000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=168266706
Ett roms Leilighet med sovealkove,Privat,"Ammerudhellinga 60, Oslo",31,12000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311817322
Rom ledig i koselig kollektiv på Bislett/Adamstuen,Privat,"Stensgata 4A, Oslo",68,6500,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=94154016
Tåsen senter oppusset 1 roms leilighet med to boder,Privat,"Kaj Munks Vei 41B, Oslo",23,10000,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=268060742
Bislett/Adamstuen,Privat,Oslo,12,8500,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311370335
Kjellerleilighet til langtidsleie,Privat,"Bekkevollveien24b, Oslo",58,14000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=272965651
2-roms Klassisk leielighet i 1890 gård på Torshov-Sørvestvendt balkong med utskit og vendt ut mot stille bakgård,Privat,"Vogts gate 44, Oslo",42,16000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311793324
2 Rom leies,Privat,Oslo,18,16000,Rom i bofellesskap,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311808390
Hybel Oslo,Privat,"Konows Gate 81, Oslo",8,6300,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=308305133
"Barcode - Eksklusiv, fullt møblert leilighet til leie",Privat,"DRONNING EUFEMIAS GATE 12, Oslo",43,23000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311775024
2 - roms  leilighet (Ny 2020) - lydisolert - inkludert internett,Privat,"WETLESENS VEI 1E, Oslo",30,12500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=187316125
SUPERSENTRAL 5-roms nær Bjørvika. Ledig 01.08. ALT inkludert. Møblert. 4 soverom. Stor stue+ kjøkken,Hybel.no,"Platous Gate 27B, Oslo",85,37000,Leilighet,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=311810035
Hybelleilighet på Kjelsås. Hyggelig villastrøk nær marka,Privat,Oslo,36,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=130198566
Available room in a very centrally located 3-room apartment: Looking for a new roommate!,Privat,"Ebbells gate 3C, Oslo",59,8450,Rom i bofellesskap,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311801160
2 rom leies ut i nyoppusset leilighet på koselige Etterstad!,Privat,"Etterstadsletta, Oslo",74,10000,Rom i bofellesskap,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311788119
3-roms loftsleilighet ved Oslo MET,Privat,"HEGDEHAUGSVEIEN 4, Oslo",38,16500,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311799704
"Sentral og moderne hybel på Løren - Strøm, internett og hvitevarer inkludert",Privat,"Lørenveien 53B, Oslo",20,12000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311783442
"Korsvoll/ Nordberg, 2-roms leilighet i skogkanten",Privat,"Havnabakken 29 B, Oslo",50,16500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=231040419
8 KVM - Kiellands plass - Fine fasiliteter,Privat,"Maridalsveien 35, Oslo",8,8500,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311788258
Hybel til leie,Privat,"Vestlisvingen, Oslo",1,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311787233
Leilighet til korttidsleie i vakre omgivelser,Privat,"Kristine Bonnevies vei 15, Oslo",52,14000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311223085
4 roms leilighet  Vinderen,Privat,Oslo,100,25000,Leilighet,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=78846283
NORDSTRAND/KASTELLET - 3-roms leilghet med sentral beliggenhet - Balkong - park,Privat,"LAMBERTSETERVEIEN 2 C, Oslo",65,20000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=35462547
"Sinsen-Romslig 2-roms, 2 etg, med balkong og kjellerbod, oppvarming og varmtvann inkl. i leien",Privat,"Olaf Schous veg 25, Oslo",50,13800,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=309852655
"Korttidsleie Sentralt, utsikt Majorstuen, garasje",Privat,"Sørkedalsveien 11B, Oslo",55,20000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311776273
"Hybel til leie, kort vei til ""alt""!",Privat,"Høydalsveien 14, Oslo",50,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=286175124
"Grorud - bofelleskap i rekkehus- Internett, varmtvann og strøm inkl.",Privat,Oslo,20,7000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311770456
"GRØNLAND v/TEATERPLASSEN - Sentral 1-roms hybel med fullt kjøkken, stort vindu.",Privat,"Platous gate 9 b, Oslo",12,10000,Hybel,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311766306
Meget sentralt 2 rom til leie på Bislett,Privat,"Underhaugsveien 4, Oslo",10,7200,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=133909904
"1 rom til leie | Nyoppusset, svært sentralt og rolig",Privat,"ALNAFETGATA 8 A, Oslo",73,9500,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311759530
3 ledige hybler i moderne bokollektiv vegg i vegg med  OsloMET!,Privat,"Sofies gate 1B, Oslo",16,11000,Rom i bofellesskap,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=271295834
"Ledig rom i trivelig leilighet på Sagene, nær studiesteder, fra 1. august",Privat,"Stockfleths gate 52A, Oslo",8,6600,Rom i bofellesskap,5,https://www.finn.no/realestate/lettings/ad.html?finnkode=311738330
"Korttidsleie august, rom i fellesleilighet i Majorstua sentrum i bokkollektiv",Privat,Oslo,5,7000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311658394
"Flytt rett inn, 10 min unna Oslo S",Privat,Oslo,78,18000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311609734
Garasjeplass med el-bil lader til leie,Privat,"Fernanda Nissens gate 2-4-6, Oslo",12,1800,Garasje/Parkering,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311752987
Korttid Sentral og koselig leilighet på Majorstua .1 soverom leies ut.,Privat,"Hammerstadgate, Oslo",52,8500,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=256582249
Ledig bod til leie på Romsås,Privat,"Romsås, Øvre Svarttjern, Oslo",4,600,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=198860941
"RØA/VOKSEN: Innbydende moderne 2-roms leil. Umiddelbar nærhet til bussholdeplass, matbutikk. Nær marka og Bogstadvannet",Privat,Oslo,40,15000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311715227
Årvoll; Koselig hybel til leie - ledig fra 1. sept.,Privat,"Stølsvegen, Oslo",29,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=218145650
Lys og fin hybel på Nordstrand. Svært gode kollektivforbindelser. Høy standard.,Privat,"Østvollveien 14d, Oslo",20,10000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=152959796
LINDERUD  Lis og fin 3-roms med balkong - Varmtvann og fyring inkludert- ledig fra September.,Privat,"LINDERUDSLETTA 15 A, Oslo",66,16900,Leilighet,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311732053
"Nydalen - Hybel med ""alt"" inkludert. 5 minutter til BI og Storo senter.",Enklere Utleie AS,"FERNANDA NISSENS GATE 3F, Oslo",18,13000,Hybel,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311746741
"FULLT møblert (TV, seng, skap, vaskemaskin, kjøkkenutstyr mm). Internett inkludert i leie.",Privat,"Midttunveien 6, Oslo",30,10000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311741793
Bofellesskap i nytt rekkehus. Stor hage. Sentralt. Korttid.,Privat,"Østdalsveien 11, Oslo",17,10000,Rom i bofellesskap,4,https://www.finn.no/realestate/lettings/ad.html?finnkode=311737255
MADSERUD: SÆREGEN/SJARMERENDE BOLIG MED 2 SOVEROM I ET SKJERMET HERSKAPELIG OMRÅDE - NÆRHET FROGNERPARKEN - PARKERING,Bori Utleiemegler AS,"Madserud Allé 22 C, Oslo",55,17500,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=311533788
"Stor, Sentral 7-roms( Guttekollektiv) 3 min fra Karl Johan/OsloMet!",Privat,"Langes Gate 9A, Oslo",9,8774,Rom i bofellesskap,7,https://www.finn.no/realestate/lettings/ad.html?finnkode=302994789
1-roms leilighet til leie (25 kvm),Privat,"ØSTREHEIMSVEIEN 36, Oslo",25,13000,Leilighet,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=260454049
REPRESENTATIVT  TOWNHOUSE PÅ FROGNER,Privat,Oslo,303,57000,Enebolig,6,https://www.finn.no/realestate/lettings/ad.html?finnkode=151162851
"2-roms fin leilighet, Internett og strøm inkludert",Privat,"Brennastubben 20, Oslo",50,15000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=274724874
TORSHOV - 2-roms i hyggelig område på Torshov - 05/10,Heimstaden AS,"Torshovgata 12, Oslo",33,16700,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311736540
FROGNER - Flott møblert 2-roms leilighet - Ledig fra september - V.v og internett inkl.,Privat,"Erling Skjalgssons Gate, Oslo",35,16000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=296010645
Garasjeplass midt på Grunerløkka leies ut!,Privat,"Teglverksgata 9A, Oslo",10,1500,Garasje/Parkering,0,https://www.finn.no/realestate/lettings/ad.html?finnkode=311726240
Soverom til leie,Privat,"Grusveien, Oslo",8,7000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=305945012
Ny flott studioleilighet på Grünerløkka/Sofienberg,Hybel.no,"Rathkes Gate 9A, Oslo",35,16000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311732610
"Hybel ovenfor Nydalen. Kort vei til BI, UiO Blindern, Ullevål, Rikshospitalet",Privat,"Othilie Tonningsvei, Oslo",10,5800,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=283386601
Flott leilighet på Ris,Privat,"Brantenborgveien 16, Oslo",30,10500,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=81201628
"AMMERUD - Flott og attraktiv 3-roms med varmtvann, fyring, tv og internett inkludert.",Utleiemegleren Grønland,"Ammerudhellinga 21, Oslo",88,18000,Leilighet,3,https://www.finn.no/realestate/lettings/ad.html?finnkode=311725659
"Lys, åpen underetasje i barnevennlig område med stor hage",Privat,"Eilert Sundts gate 32b, Oslo",68,18000,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311719686
Et stort rom på Nordstrand leies ut. Egen inngang. Eget bad.,Privat,Oslo,24,7500,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=79136770
ALEXANDER KIELLANDS PLASS: Flott 2-roms leilighet vendt mot bakgård - Sentralfyring og v.vann inkl - Ledig 15 Oktober!,Utleiemegleren Frogner,"Uelands gate 53, Oslo",45,16900,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311722896
Kollektiv på Bislett,Privat,"Johannes Bruns Gate, Oslo",12,10000,Rom i bofellesskap,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311717780
Studioleilighet / hybel-leilighet St. Hanshaugen / sentrum,Privat,"ZETLITZ' GATE 3 A, Oslo",20,13000,Hybel,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=287533485
2 roms sentralt på Stovner til leie,Privat,"Stovner senter 28, Oslo",53,12500,Leilighet,1,https://www.finn.no/realestate/lettings/ad.html?finnkode=311713022
"2-soveroms leilighet med egen parkeringsplass, Oppsal-Skøyenalsen. Bad 2019",Privat,"Grønlibakken 11, Oslo, Oslo",61,16000,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=283924220
Fine rom på Grünerløkka - Totalt oppusset i 2022 - NYTT BAD OG KJØKKEN,Privat,"Toftes gate 68, Oslo",10,8400,Rom i bofellesskap,5,https://www.finn.no/realestate/lettings/ad.html?finnkode=260475473
Leilighet til leie på Ensjø - passer perfekt for to venner - alt inkludert,Privat,"GLADENGVEIEN 15 A, Oslo",38,18500,Leilighet,2,https://www.finn.no/realestate/lettings/ad.html?finnkode=74587256
